# albicilla	T_albicilla_22581,T_albicilla_22591,T_albicilla_22592,T_albicilla_22611,T_albicilla_85104,T_albicilla_85105
# chloris	T_chloris_12584,T_chloris_12606,T_chloris_13960,T_chloris_14446,T_chloris_20983,T_chloris_22075,T_chloris_23253,T_chloris_23630,T_chloris_23632,T_chloris_24382,T_chloris_24727
# colonus	T_colonus_2003089,T_colonus_2003097,T_colonus_2004070
# leucopygius	T_leucopygius_32019,T_leucopygius_32037,T_leucopygius_34505,T_leucopygius_34508,T_leucopygius_DOT6654
# sanctus	T_sanctus_14877,T_sanctus_14879,T_sanctus_24565,T_sanctus_25117,T_sanctus_33267,T_sanctus_34636,T_sanctus_34659,T_sanctus_35549,T_sanctus_72545,T_sanctus_7567,T_sanctus_B29435,T_sanctus_B32637,T_sanctus_B33280,T_sanctus_B34636,T_sanctus_B34659,T_sanctus_B34946,T_sanctus_B43266,T_sanctus_B50292,T_sanctus_B50543,T_sanctus_B51072,T_sanctus_B53055,T_sanctus_B53068,T_sanctus_B54673,T_sanctus_B57402,T_sanctus_B59372,T_sanctus_B60180,T_sanctus_B60181,T_sanctus_B60182,T_sanctus_B60183,T_sanctus_B60184,T_tristrami_33839,T_tristrami_33858,T_tristrami_33864,T_tristrami_33867,T_tristrami_33895
# saurophagus	T_saurophagus_18929,T_saurophagus_27804,T_saurophagus_36179,T_saurophagus_36283,T_saurophagus_36284,T_saurophagus_69666
# sordidus	T_sordidus_B33717,T_sordidus_B33718,T_sordidus_B33719,T_sordidus_B33720,T_sordidus_B44198,T_sordidus_B44295,T_sordidus_B44296,T_sordidus_B51462
# tristrami	T_tristrami_18953,T_tristrami_27723,T_tristrami_27752,T_tristrami_27792,T_tristrami_27793,T_tristrami_32049,T_tristrami_33253,T_tristrami_36188,T_tristrami_6704
# Locus ID	Chr	BP	Pop ID	N	Haplotype Cnt	Gene Diversity	Smoothed Gene Diversity	Smoothed Gene Diversity P-value	Haplotype Diversity	Smoothed Haplotype Diversity	Smoothed Haplotype Diversity P-value	HWE P-value	HWE P-value SE	Haplotypes
6	Pseudo10_dna	4358174	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
6	Pseudo10_dna	4358174	chloris	22	2	0.17316	0.00000	0.00000	0.17316	0.00000	0.00000	0.00000	0.00000	C:20;T:2
6	Pseudo10_dna	4358174	colonus	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:4
6	Pseudo10_dna	4358174	leucopygius	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:4
6	Pseudo10_dna	4358174	sanctus	66	2	0.50723	0.00000	0.00000	0.50723	0.00000	0.00000	0.00000	0.00000	C:34;T:32
6	Pseudo10_dna	4358174	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
6	Pseudo10_dna	4358174	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
6	Pseudo10_dna	4358174	tristrami	14	2	0.52747	0.00000	0.00000	0.52747	0.00000	0.00000	0.00000	0.00000	C:8;T:6
7	Pseudo10_dna	4358614	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
7	Pseudo10_dna	4358614	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
7	Pseudo10_dna	4358614	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
7	Pseudo10_dna	4358614	leucopygius	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:4
7	Pseudo10_dna	4358614	sanctus	64	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:64
7	Pseudo10_dna	4358614	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
7	Pseudo10_dna	4358614	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
7	Pseudo10_dna	4358614	tristrami	18	2	0.47059	0.00000	0.00000	0.47059	0.00000	0.00000	0.00000	0.00000	C:6;T:12
8	Pseudo10_dna	4854771	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
8	Pseudo10_dna	4854771	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:20
8	Pseudo10_dna	4854771	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
8	Pseudo10_dna	4854771	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
8	Pseudo10_dna	4854771	sanctus	60	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:60
8	Pseudo10_dna	4854771	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
8	Pseudo10_dna	4854771	sordidus	10	2	0.20000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	A:1;G:9
8	Pseudo10_dna	4854771	tristrami	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:14
9	Pseudo10_dna	4875132	albicilla	12	2	0.16667	0.00000	0.00000	0.16667	0.00000	0.00000	0.00000	0.00000	A:1;G:11
9	Pseudo10_dna	4875132	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:20
9	Pseudo10_dna	4875132	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
9	Pseudo10_dna	4875132	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
9	Pseudo10_dna	4875132	sanctus	68	2	0.21071	0.00000	0.00000	0.21071	0.00000	0.00000	0.00000	0.00000	A:60;G:8
9	Pseudo10_dna	4875132	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
9	Pseudo10_dna	4875132	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
9	Pseudo10_dna	4875132	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
10	Pseudo10_dna	4875577	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
10	Pseudo10_dna	4875577	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:20
10	Pseudo10_dna	4875577	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
10	Pseudo10_dna	4875577	leucopygius	10	2	0.20000	0.00000	0.00000	0.20000	0.00000	0.00000	0.00000	0.00000	C:1;T:9
10	Pseudo10_dna	4875577	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:68
10	Pseudo10_dna	4875577	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
10	Pseudo10_dna	4875577	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
10	Pseudo10_dna	4875577	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:18
11	Pseudo10_dna	5063815	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
11	Pseudo10_dna	5063815	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:22
11	Pseudo10_dna	5063815	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
11	Pseudo10_dna	5063815	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
11	Pseudo10_dna	5063815	sanctus	66	2	0.11562	0.00000	0.00000	0.11562	0.00000	0.00000	0.00000	0.00000	G:62;T:4
11	Pseudo10_dna	5063815	saurophagus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
11	Pseudo10_dna	5063815	sordidus	16	2	0.40000	0.00000	0.00000	0.40000	0.00000	0.00000	0.00000	0.00000	G:12;T:4
11	Pseudo10_dna	5063815	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:18
12	Pseudo10_dna	5482584	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
12	Pseudo10_dna	5482584	chloris	22	2	0.09091	0.00000	0.00000	0.09091	0.00000	0.00000	0.00000	0.00000	A:21;G:1
12	Pseudo10_dna	5482584	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
12	Pseudo10_dna	5482584	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
12	Pseudo10_dna	5482584	sanctus	60	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:60
12	Pseudo10_dna	5482584	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
12	Pseudo10_dna	5482584	sordidus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
12	Pseudo10_dna	5482584	tristrami	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
13	Pseudo10_dna	5482920	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
13	Pseudo10_dna	5482920	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:22
13	Pseudo10_dna	5482920	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:6
13	Pseudo10_dna	5482920	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
13	Pseudo10_dna	5482920	sanctus	64	2	0.03125	0.00000	0.00000	0.03125	0.00000	0.00000	0.00000	0.00000	C:63;T:1
13	Pseudo10_dna	5482920	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
13	Pseudo10_dna	5482920	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:14
13	Pseudo10_dna	5482920	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
14	Pseudo10_dna	7198131	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
14	Pseudo10_dna	7198131	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:20
14	Pseudo10_dna	7198131	colonus	2	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:2
14	Pseudo10_dna	7198131	leucopygius	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:4
14	Pseudo10_dna	7198131	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:68
14	Pseudo10_dna	7198131	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
14	Pseudo10_dna	7198131	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:14
14	Pseudo10_dna	7198131	tristrami	18	2	0.11111	0.00000	0.00000	0.11111	0.00000	0.00000	0.00000	0.00000	A:1;G:17
15	Pseudo10_dna	7198473	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
15	Pseudo10_dna	7198473	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:20
15	Pseudo10_dna	7198473	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:6
15	Pseudo10_dna	7198473	leucopygius	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:6
15	Pseudo10_dna	7198473	sanctus	68	2	0.02941	0.00000	0.00000	0.02941	0.00000	0.00000	0.00000	0.00000	C:67;T:1
15	Pseudo10_dna	7198473	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
15	Pseudo10_dna	7198473	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
15	Pseudo10_dna	7198473	tristrami	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:14
16	Pseudo10_dna	10580757	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
16	Pseudo10_dna	10580757	chloris	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:18
16	Pseudo10_dna	10580757	colonus	2	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:2
16	Pseudo10_dna	10580757	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:8
16	Pseudo10_dna	10580757	sanctus	64	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:64
16	Pseudo10_dna	10580757	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
16	Pseudo10_dna	10580757	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:14
16	Pseudo10_dna	10580757	tristrami	16	2	0.12500	0.00000	0.00000	0.12500	0.00000	0.00000	0.00000	0.00000	G:1;T:15
17	Pseudo10_dna	10581162	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
17	Pseudo10_dna	10581162	chloris	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:14
17	Pseudo10_dna	10581162	colonus	2	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:2
17	Pseudo10_dna	10581162	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:8
17	Pseudo10_dna	10581162	sanctus	64	2	0.28919	0.00000	0.00000	0.28919	0.00000	0.00000	0.00000	0.00000	A:11;G:53
17	Pseudo10_dna	10581162	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
17	Pseudo10_dna	10581162	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
17	Pseudo10_dna	10581162	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
18	Pseudo10_dna	10587771	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
18	Pseudo10_dna	10587771	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
18	Pseudo10_dna	10587771	colonus	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:4
18	Pseudo10_dna	10587771	leucopygius	8	2	0.53571	0.00000	0.00000	0.53571	0.00000	0.00000	0.00000	0.00000	C:5;T:3
18	Pseudo10_dna	10587771	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:68
18	Pseudo10_dna	10587771	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
18	Pseudo10_dna	10587771	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
18	Pseudo10_dna	10587771	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
19	Pseudo10_dna	10588191	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
19	Pseudo10_dna	10588191	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:20
19	Pseudo10_dna	10588191	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
19	Pseudo10_dna	10588191	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:8
19	Pseudo10_dna	10588191	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:68
19	Pseudo10_dna	10588191	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
19	Pseudo10_dna	10588191	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
19	Pseudo10_dna	10588191	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
20	Pseudo10_dna	10740662	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
20	Pseudo10_dna	10740662	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:22
20	Pseudo10_dna	10740662	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
20	Pseudo10_dna	10740662	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
20	Pseudo10_dna	10740662	sanctus	62	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:62
20	Pseudo10_dna	10740662	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
20	Pseudo10_dna	10740662	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:14
20	Pseudo10_dna	10740662	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
21	Pseudo10_dna	11127688	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
21	Pseudo10_dna	11127688	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
21	Pseudo10_dna	11127688	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
21	Pseudo10_dna	11127688	leucopygius	8	2	0.25000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	C:1;T:7
21	Pseudo10_dna	11127688	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:68
21	Pseudo10_dna	11127688	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
21	Pseudo10_dna	11127688	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
21	Pseudo10_dna	11127688	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:18
22	Pseudo10_dna	11128054	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
22	Pseudo10_dna	11128054	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:22
22	Pseudo10_dna	11128054	colonus	6	2	0.53333	0.00000	0.00000	0.53333	0.00000	0.00000	0.00000	0.00000	C:4;T:2
22	Pseudo10_dna	11128054	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
